tgl;komoditas;area_provinsi;area_kota;size;price;tgl_parsed;timestamp;source;Total sales value
2020-05-04;udang;BANTEN;PANDEGLANG;80;53000;2020-05-03T17:00:00.000Z;1588525200;jala;4240000
2020-05-04;udang;BANTEN;PANDEGLANG;90;50000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;BANTEN;PANDEGLANG;100;47000;2020-05-03T17:00:00.000Z;1588525200;jala;4700000
2020-05-04;udang;BANTEN;PANDEGLANG;110;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4950000
2020-05-04;udang;BANTEN;PANDEGLANG;120;43000;2020-05-03T17:00:00.000Z;1588525200;jala;5160000
2020-05-04;udang;BANTEN;PANDEGLANG;130;41000;2020-05-03T17:00:00.000Z;1588525200;jala;5330000
2020-05-04;udang;BANTEN;PANDEGLANG;140;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5460000
2020-05-04;udang;BANTEN;PANDEGLANG;150;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5550000
2020-05-04;udang;BANTEN;PANDEGLANG;160;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5600000
2020-05-04;udang;BANTEN;PANDEGLANG;170;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5610000
2020-05-04;udang;BANTEN;PANDEGLANG;180;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5580000
2020-05-04;udang;BANTEN;PANDEGLANG;190;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5510000
2020-05-04;udang;BANTEN;PANDEGLANG;200;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5400000
2020-05-04;udang;DKI JAKARTA;;20;91000;2020-05-03T17:00:00.000Z;1588525200;jala;1820000
2020-05-04;udang;DKI JAKARTA;;30;79000;2020-05-03T17:00:00.000Z;1588525200;jala;2370000
2020-05-04;udang;DKI JAKARTA;;40;70000;2020-05-03T17:00:00.000Z;1588525200;jala;2800000
2020-05-04;udang;DKI JAKARTA;;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;DKI JAKARTA;;60;59000;2020-05-03T17:00:00.000Z;1588525200;jala;3540000
2020-05-04;udang;DKI JAKARTA;;70;56000;2020-05-03T17:00:00.000Z;1588525200;jala;3920000
2020-05-04;udang;DKI JAKARTA;;80;53000;2020-05-03T17:00:00.000Z;1588525200;jala;4240000
2020-05-04;udang;DKI JAKARTA;;90;50000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;DKI JAKARTA;;100;47000;2020-05-03T17:00:00.000Z;1588525200;jala;4700000
2020-05-04;udang;DKI JAKARTA;;110;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4950000
2020-05-04;udang;DKI JAKARTA;;120;43000;2020-05-03T17:00:00.000Z;1588525200;jala;5160000
2020-05-04;udang;DKI JAKARTA;;130;41000;2020-05-03T17:00:00.000Z;1588525200;jala;5330000
2020-05-04;udang;DKI JAKARTA;;140;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5460000
2020-05-04;udang;DKI JAKARTA;;150;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5550000
2020-05-04;udang;DKI JAKARTA;;160;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5600000
2020-05-04;udang;DKI JAKARTA;;170;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5610000
2020-05-04;udang;DKI JAKARTA;;180;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5580000
2020-05-04;udang;DKI JAKARTA;;190;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5510000
2020-05-04;udang;DKI JAKARTA;;200;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5400000
2020-05-04;udang;JAWA BARAT;;20;91000;2020-05-03T17:00:00.000Z;1588525200;jala;1820000
2020-05-04;udang;JAWA BARAT;;30;79000;2020-05-03T17:00:00.000Z;1588525200;jala;2370000
2020-05-04;udang;JAWA BARAT;;40;70000;2020-05-03T17:00:00.000Z;1588525200;jala;2800000
2020-05-04;udang;JAWA BARAT;;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;JAWA BARAT;;60;59000;2020-05-03T17:00:00.000Z;1588525200;jala;3540000
2020-05-04;udang;JAWA BARAT;;70;56000;2020-05-03T17:00:00.000Z;1588525200;jala;3920000
2020-05-04;udang;JAWA BARAT;;80;53000;2020-05-03T17:00:00.000Z;1588525200;jala;4240000
2020-05-04;udang;JAWA BARAT;;90;50000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;JAWA BARAT;;100;47000;2020-05-03T17:00:00.000Z;1588525200;jala;4700000
2020-05-04;udang;JAWA BARAT;;110;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4950000
2020-05-04;udang;JAWA BARAT;;120;43000;2020-05-03T17:00:00.000Z;1588525200;jala;5160000
2020-05-04;udang;JAWA BARAT;;130;41000;2020-05-03T17:00:00.000Z;1588525200;jala;5330000
2020-05-04;udang;JAWA BARAT;;140;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5460000
2020-05-04;udang;JAWA BARAT;;150;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5550000
2020-05-04;udang;JAWA BARAT;;160;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5600000
2020-05-04;udang;JAWA BARAT;;170;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5610000
2020-05-04;udang;JAWA BARAT;;180;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5580000
2020-05-04;udang;JAWA BARAT;;190;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5510000
2020-05-04;udang;JAWA BARAT;;200;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5400000
2020-05-04;udang;JAWA TENGAH;;20;91000;2020-05-03T17:00:00.000Z;1588525200;jala;1820000
2020-05-04;udang;JAWA TENGAH;;30;79000;2020-05-03T17:00:00.000Z;1588525200;jala;2370000
2020-05-04;udang;JAWA TENGAH;;40;70000;2020-05-03T17:00:00.000Z;1588525200;jala;2800000
2020-05-04;udang;JAWA TENGAH;;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;JAWA TENGAH;;60;59000;2020-05-03T17:00:00.000Z;1588525200;jala;3540000
2020-05-04;udang;JAWA TENGAH;;70;56000;2020-05-03T17:00:00.000Z;1588525200;jala;3920000
2020-05-04;udang;JAWA TENGAH;;80;53000;2020-05-03T17:00:00.000Z;1588525200;jala;4240000
2020-05-04;udang;JAWA TENGAH;;90;50000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;JAWA TENGAH;;100;47000;2020-05-03T17:00:00.000Z;1588525200;jala;4700000
2020-05-04;udang;JAWA TENGAH;;110;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4950000
2020-05-04;udang;JAWA TENGAH;;120;43000;2020-05-03T17:00:00.000Z;1588525200;jala;5160000
2020-05-04;udang;JAWA TENGAH;;130;41000;2020-05-03T17:00:00.000Z;1588525200;jala;5330000
2020-05-04;udang;JAWA TENGAH;;140;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5460000
2020-05-04;udang;JAWA TENGAH;;150;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5550000
2020-05-04;udang;JAWA TENGAH;;160;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5600000
2020-05-04;udang;JAWA TENGAH;;170;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5610000
2020-05-04;udang;JAWA TENGAH;;180;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5580000
2020-05-04;udang;JAWA TENGAH;;190;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5510000
2020-05-04;udang;JAWA TENGAH;;200;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5400000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;20;91000;2020-05-03T17:00:00.000Z;1588525200;jala;1820000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;30;79000;2020-05-03T17:00:00.000Z;1588525200;jala;2370000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;40;70000;2020-05-03T17:00:00.000Z;1588525200;jala;2800000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;60;59000;2020-05-03T17:00:00.000Z;1588525200;jala;3540000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;70;56000;2020-05-03T17:00:00.000Z;1588525200;jala;3920000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;80;53000;2020-05-03T17:00:00.000Z;1588525200;jala;4240000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;90;50000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;100;47000;2020-05-03T17:00:00.000Z;1588525200;jala;4700000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;110;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4950000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;120;43000;2020-05-03T17:00:00.000Z;1588525200;jala;5160000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;130;41000;2020-05-03T17:00:00.000Z;1588525200;jala;5330000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;140;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5460000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;150;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5550000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;160;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5600000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;170;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5610000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;180;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5580000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;190;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5510000
2020-05-04;udang;JAWA TIMUR;LAMONGAN;200;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5400000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;20;94000;2020-05-03T17:00:00.000Z;1588525200;jala;1880000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;30;83000;2020-05-03T17:00:00.000Z;1588525200;jala;2490000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;40;73000;2020-05-03T17:00:00.000Z;1588525200;jala;2920000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;60;57000;2020-05-03T17:00:00.000Z;1588525200;jala;3420000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;70;54000;2020-05-03T17:00:00.000Z;1588525200;jala;3780000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;80;51000;2020-05-03T17:00:00.000Z;1588525200;jala;4080000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;90;48000;2020-05-03T17:00:00.000Z;1588525200;jala;4320000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;100;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;110;43000;2020-05-03T17:00:00.000Z;1588525200;jala;4730000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;120;41000;2020-05-03T17:00:00.000Z;1588525200;jala;4920000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;130;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5070000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;140;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5180000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;150;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5250000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;160;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5280000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;170;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5270000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;180;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5220000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;190;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5130000
2020-05-04;udang;SUMATERA BARAT;PADANG PARIAMAN;200;25000;2020-05-03T17:00:00.000Z;1588525200;jala;5000000
2020-05-04;udang;SUMATERA UTARA;;20;94000;2020-05-03T17:00:00.000Z;1588525200;jala;1880000
2020-05-04;udang;SUMATERA UTARA;;30;83000;2020-05-03T17:00:00.000Z;1588525200;jala;2490000
2020-05-04;udang;SUMATERA UTARA;;40;73000;2020-05-03T17:00:00.000Z;1588525200;jala;2920000
2020-05-04;udang;SUMATERA UTARA;;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;SUMATERA UTARA;;60;57000;2020-05-03T17:00:00.000Z;1588525200;jala;3420000
2020-05-04;udang;SUMATERA UTARA;;70;54000;2020-05-03T17:00:00.000Z;1588525200;jala;3780000
2020-05-04;udang;SUMATERA UTARA;;80;51000;2020-05-03T17:00:00.000Z;1588525200;jala;4080000
2020-05-04;udang;SUMATERA UTARA;;90;48000;2020-05-03T17:00:00.000Z;1588525200;jala;4320000
2020-05-04;udang;SUMATERA UTARA;;100;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;SUMATERA UTARA;;110;43000;2020-05-03T17:00:00.000Z;1588525200;jala;4730000
2020-05-04;udang;SUMATERA UTARA;;120;41000;2020-05-03T17:00:00.000Z;1588525200;jala;4920000
2020-05-04;udang;SUMATERA UTARA;;130;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5070000
2020-05-04;udang;SUMATERA UTARA;;140;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5180000
2020-05-04;udang;SUMATERA UTARA;;150;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5250000
2020-05-04;udang;SUMATERA UTARA;;160;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5280000
2020-05-04;udang;SUMATERA UTARA;;170;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5270000
2020-05-04;udang;SUMATERA UTARA;;180;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5220000
2020-05-04;udang;SUMATERA UTARA;;190;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5130000
2020-05-04;udang;SUMATERA UTARA;;200;25000;2020-05-03T17:00:00.000Z;1588525200;jala;5000000
2020-05-04;udang;ACEH;;20;94000;2020-05-03T17:00:00.000Z;1588525200;jala;1880000
2020-05-04;udang;ACEH;;30;83000;2020-05-03T17:00:00.000Z;1588525200;jala;2490000
2020-05-04;udang;ACEH;;40;73000;2020-05-03T17:00:00.000Z;1588525200;jala;2920000
2020-05-04;udang;ACEH;;50;62000;2020-05-03T17:00:00.000Z;1588525200;jala;3100000
2020-05-04;udang;ACEH;;60;57000;2020-05-03T17:00:00.000Z;1588525200;jala;3420000
2020-05-04;udang;ACEH;;70;54000;2020-05-03T17:00:00.000Z;1588525200;jala;3780000
2020-05-04;udang;ACEH;;80;51000;2020-05-03T17:00:00.000Z;1588525200;jala;4080000
2020-05-04;udang;ACEH;;90;48000;2020-05-03T17:00:00.000Z;1588525200;jala;4320000
2020-05-04;udang;ACEH;;100;45000;2020-05-03T17:00:00.000Z;1588525200;jala;4500000
2020-05-04;udang;ACEH;;110;43000;2020-05-03T17:00:00.000Z;1588525200;jala;4730000
2020-05-04;udang;ACEH;;120;41000;2020-05-03T17:00:00.000Z;1588525200;jala;4920000
2020-05-04;udang;ACEH;;130;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5070000
2020-05-04;udang;ACEH;;140;37000;2020-05-03T17:00:00.000Z;1588525200;jala;5180000
2020-05-04;udang;ACEH;;150;35000;2020-05-03T17:00:00.000Z;1588525200;jala;5250000
2020-05-04;udang;ACEH;;160;33000;2020-05-03T17:00:00.000Z;1588525200;jala;5280000
2020-05-04;udang;ACEH;;170;31000;2020-05-03T17:00:00.000Z;1588525200;jala;5270000
2020-05-04;udang;ACEH;;180;29000;2020-05-03T17:00:00.000Z;1588525200;jala;5220000
2020-05-04;udang;ACEH;;190;27000;2020-05-03T17:00:00.000Z;1588525200;jala;5130000
2020-05-04;udang;ACEH;;200;25000;2020-05-03T17:00:00.000Z;1588525200;jala;5000000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;30;88500;2020-05-03T17:00:00.000Z;1588525200;jala;2655000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;40;74500;2020-05-03T17:00:00.000Z;1588525200;jala;2980000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;50;63500;2020-05-03T17:00:00.000Z;1588525200;jala;3175000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;60;60500;2020-05-03T17:00:00.000Z;1588525200;jala;3630000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;70;57500;2020-05-03T17:00:00.000Z;1588525200;jala;4025000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;80;54500;2020-05-03T17:00:00.000Z;1588525200;jala;4360000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;90;51500;2020-05-03T17:00:00.000Z;1588525200;jala;4635000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;100;48500;2020-05-03T17:00:00.000Z;1588525200;jala;4850000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;110;46500;2020-05-03T17:00:00.000Z;1588525200;jala;5115000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;120;44500;2020-05-03T17:00:00.000Z;1588525200;jala;5340000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;130;42500;2020-05-03T17:00:00.000Z;1588525200;jala;5525000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;140;40500;2020-05-03T17:00:00.000Z;1588525200;jala;5670000
2020-05-04;udang;NUSA TENGGARA BARAT;DOMPU;150;38500;2020-05-03T17:00:00.000Z;1588525200;jala;5775000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;30;89000;2020-05-03T17:00:00.000Z;1588525200;jala;2670000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;40;75000;2020-05-03T17:00:00.000Z;1588525200;jala;3000000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;50;64000;2020-05-03T17:00:00.000Z;1588525200;jala;3200000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;60;61000;2020-05-03T17:00:00.000Z;1588525200;jala;3660000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;70;58000;2020-05-03T17:00:00.000Z;1588525200;jala;4060000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;80;55000;2020-05-03T17:00:00.000Z;1588525200;jala;4400000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;90;52000;2020-05-03T17:00:00.000Z;1588525200;jala;4680000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;100;49000;2020-05-03T17:00:00.000Z;1588525200;jala;4900000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;110;47000;2020-05-03T17:00:00.000Z;1588525200;jala;5170000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;120;45000;2020-05-03T17:00:00.000Z;1588525200;jala;5400000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;130;43000;2020-05-03T17:00:00.000Z;1588525200;jala;5590000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;140;41000;2020-05-03T17:00:00.000Z;1588525200;jala;5740000
2020-05-04;udang;NUSA TENGGARA BARAT;SUMBAWA;150;39000;2020-05-03T17:00:00.000Z;1588525200;jala;5850000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;30;89500;2020-05-03T17:00:00.000Z;1588525200;jala;2685000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;40;75500;2020-05-03T17:00:00.000Z;1588525200;jala;3020000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;50;64500;2020-05-03T17:00:00.000Z;1588525200;jala;3225000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;60;61500;2020-05-03T17:00:00.000Z;1588525200;jala;3690000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;70;58500;2020-05-03T17:00:00.000Z;1588525200;jala;4095000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;80;55500;2020-05-03T17:00:00.000Z;1588525200;jala;4440000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;90;52500;2020-05-03T17:00:00.000Z;1588525200;jala;4725000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;100;49500;2020-05-03T17:00:00.000Z;1588525200;jala;4950000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;110;47500;2020-05-03T17:00:00.000Z;1588525200;jala;5225000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;120;45500;2020-05-03T17:00:00.000Z;1588525200;jala;5460000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;130;43500;2020-05-03T17:00:00.000Z;1588525200;jala;5655000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;140;41500;2020-05-03T17:00:00.000Z;1588525200;jala;5810000
2020-05-04;udang;NUSA TENGGARA BARAT;LOMBOK BARAT;150;39500;2020-05-03T17:00:00.000Z;1588525200;jala;5925000
2020-05-04;udang;BALI;BULELENG;30;90500;2020-05-03T17:00:00.000Z;1588525200;jala;2715000
2020-05-04;udang;BALI;BULELENG;40;76500;2020-05-03T17:00:00.000Z;1588525200;jala;3060000
2020-05-04;udang;BALI;BULELENG;50;65500;2020-05-03T17:00:00.000Z;1588525200;jala;3275000
2020-05-04;udang;BALI;BULELENG;60;62500;2020-05-03T17:00:00.000Z;1588525200;jala;3750000
2020-05-04;udang;BALI;BULELENG;70;59500;2020-05-03T17:00:00.000Z;1588525200;jala;4165000
2020-05-04;udang;BALI;BULELENG;80;56500;2020-05-03T17:00:00.000Z;1588525200;jala;4520000
2020-05-04;udang;BALI;BULELENG;90;53500;2020-05-03T17:00:00.000Z;1588525200;jala;4815000
2020-05-04;udang;BALI;BULELENG;100;50500;2020-05-03T17:00:00.000Z;1588525200;jala;5050000
2020-05-04;udang;BALI;BULELENG;110;48500;2020-05-03T17:00:00.000Z;1588525200;jala;5335000
2020-05-04;udang;BALI;BULELENG;120;46500;2020-05-03T17:00:00.000Z;1588525200;jala;5580000
2020-05-04;udang;BALI;BULELENG;130;44500;2020-05-03T17:00:00.000Z;1588525200;jala;5785000
2020-05-04;udang;BALI;BULELENG;140;42500;2020-05-03T17:00:00.000Z;1588525200;jala;5950000
2020-05-04;udang;BALI;BULELENG;150;40500;2020-05-03T17:00:00.000Z;1588525200;jala;6075000
2020-05-04;udang;JAWA TIMUR;JEMBER;30;91000;2020-05-03T17:00:00.000Z;1588525200;jala;2730000
2020-05-04;udang;JAWA TIMUR;JEMBER;40;77000;2020-05-03T17:00:00.000Z;1588525200;jala;3080000
2020-05-04;udang;JAWA TIMUR;JEMBER;50;66000;2020-05-03T17:00:00.000Z;1588525200;jala;3300000
2020-05-04;udang;JAWA TIMUR;JEMBER;60;63000;2020-05-03T17:00:00.000Z;1588525200;jala;3780000
2020-05-04;udang;JAWA TIMUR;JEMBER;70;60000;2020-05-03T17:00:00.000Z;1588525200;jala;4200000
2020-05-04;udang;JAWA TIMUR;JEMBER;80;57000;2020-05-03T17:00:00.000Z;1588525200;jala;4560000
2020-05-04;udang;JAWA TIMUR;JEMBER;90;54000;2020-05-03T17:00:00.000Z;1588525200;jala;4860000
2020-05-04;udang;JAWA TIMUR;JEMBER;100;51000;2020-05-03T17:00:00.000Z;1588525200;jala;5100000
2020-05-04;udang;JAWA TIMUR;JEMBER;110;49000;2020-05-03T17:00:00.000Z;1588525200;jala;5390000
2020-05-04;udang;JAWA TIMUR;JEMBER;120;47000;2020-05-03T17:00:00.000Z;1588525200;jala;5640000
2020-05-04;udang;JAWA TIMUR;JEMBER;130;45000;2020-05-03T17:00:00.000Z;1588525200;jala;5850000
2020-05-04;udang;JAWA TIMUR;JEMBER;140;43000;2020-05-03T17:00:00.000Z;1588525200;jala;6020000
2020-05-03;lele;Jawa Barat;Cirebon;4;;2020-05-02T17:00:00.000Z;1588464000;kso-suganda;0
2020-05-03;lele;Jawa Barat;Cirebon;8;;2020-05-02T17:00:00.000Z;1588464000;kso-suganda;0
2020-05-02;lele;Jawa Barat;Cirebon;8;;2020-05-01T17:00:00.000Z;1588377600;kso-suganda;0
2020-05-02;lele;Jawa Barat;Cirebon;4;;2020-05-01T17:00:00.000Z;1588377600;kso-suganda;0
2020-05-01;lele;Jawa Barat;Cirebon;8;;2020-04-30T17:00:00.000Z;1588291200;kso-suganda;0
2020-05-01;lele;Jawa Barat;Cirebon;4;;2020-04-30T17:00:00.000Z;1588291200;kso-suganda;0
2020-05-01;udang;JAWA TENGAH;;160;40000;2020-04-30T17:00:00.000Z;1588266000;jala;6400000
2020-05-01;udang;JAWA TENGAH;;150;41000;2020-04-30T17:00:00.000Z;1588266000;jala;6150000
2020-05-01;udang;JAWA TENGAH;;140;43000;2020-04-30T17:00:00.000Z;1588266000;jala;6020000
2020-05-01;udang;JAWA TENGAH;;130;45000;2020-04-30T17:00:00.000Z;1588266000;jala;5850000
2020-05-01;udang;JAWA TENGAH;;200;36000;2020-04-30T17:00:00.000Z;1588266000;jala;7200000
2020-05-01;udang;JAWA TENGAH;;190;37000;2020-04-30T17:00:00.000Z;1588266000;jala;7030000
2020-05-01;udang;JAWA TENGAH;;180;38000;2020-04-30T17:00:00.000Z;1588266000;jala;6840000
2020-05-01;udang;JAWA TENGAH;;170;39000;2020-04-30T17:00:00.000Z;1588266000;jala;6630000
2020-05-01;udang;JAWA TENGAH;;30;86000;2020-04-30T17:00:00.000Z;1588266000;jala;2580000
2020-05-01;udang;JAWA TENGAH;;40;76000;2020-04-30T17:00:00.000Z;1588266000;jala;3040000
2020-05-01;udang;JAWA TENGAH;;50;66000;2020-04-30T17:00:00.000Z;1588266000;jala;3300000
2020-05-01;udang;JAWA TENGAH;;60;63000;2020-04-30T17:00:00.000Z;1588266000;jala;3780000
2020-05-01;udang;JAWA TENGAH;;70;60000;2020-04-30T17:00:00.000Z;1588266000;jala;4200000
2020-05-01;udang;JAWA TENGAH;;80;57000;2020-04-30T17:00:00.000Z;1588266000;jala;4560000
2020-05-01;udang;JAWA TENGAH;;90;54000;2020-04-30T17:00:00.000Z;1588266000;jala;4860000
2020-05-01;udang;JAWA TENGAH;;100;51000;2020-04-30T17:00:00.000Z;1588266000;jala;5100000
2020-05-01;udang;JAWA TENGAH;;110;49000;2020-04-30T17:00:00.000Z;1588266000;jala;5390000
2020-05-01;udang;JAWA TENGAH;;120;47000;2020-04-30T17:00:00.000Z;1588266000;jala;5640000
2020-04-30;lele;Jawa Barat;Cirebon;4;;2020-04-29T17:00:00.000Z;1588204800;kso-suganda;0
2020-04-30;lele;Jawa Barat;Cirebon;8;;2020-04-29T17:00:00.000Z;1588204800;kso-suganda;0
2020-04-29;lele;Jawa Barat;Cirebon;4;;2020-04-28T17:00:00.000Z;1588118400;kso-suganda;0
